_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
6849979e9b5e602eb0072e12,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in promoting climate-smart agriculture and food systems innovation through the AIM4C initiative.,United Nations Framework Convention On Climate Change,Agricultural Innovation Mission For Climate,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 006,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e13,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,United Nations Framework Convention On Climate Change,United States Agency For International Development,International Organisation,International Organisation,International organisation 020,International organisation 023,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e14,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,United Nations Framework Convention On Climate Change,United States Agency For International Development,International Organisation,International Organisation,International organisation 020,International organisation 023,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e15,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in the Agricultural Innovation Mission for Climate (AIM4C) as a joint initiative partner.,United Nations Framework Convention On Climate Change,United States Agency For International Development,International Organisation,International Organisation,International organisation 020,International organisation 023,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e16,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved as a partner in the Agricultural Innovation Mission for Climate (AIM4C) initiative.,United Nations Framework Convention On Climate Change,United Arab Emirates,International Organisation,International Organisation,International organisation 020,International organisation 018,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e17,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved as a partner in the Agricultural Innovation Mission for Climate (AIM4C) initiative.,United Nations Framework Convention On Climate Change,United Arab Emirates,International Organisation,International Organisation,International organisation 020,International organisation 018,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e18,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved as a partner in the Agricultural Innovation Mission for Climate (AIM4C) initiative.,United Nations Framework Convention On Climate Change,United Arab Emirates,International Organisation,International Organisation,International organisation 020,International organisation 018,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e19,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate resilience initiatives.,United Nations Framework Convention On Climate Change,Sustainable Food Systems Ireland,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 085,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e1a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate resilience initiatives.,United Nations Framework Convention On Climate Change,Sustainable Food Systems Ireland,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 085,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e1b,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Sustainable Food Systems Ireland is actively involved in supporting food technology and quality standards through collaboration in climate resilience initiatives.,United Nations Framework Convention On Climate Change,Sustainable Food Systems Ireland,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 085,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e1c,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Agricultural Innovation Mission for Climate (AIM4C) Summit,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Ireland – New Zealand Joint Research Initiative,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 049,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e1d,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,National ‘Agriculture and Climate Change: Science in Action’ Conference,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Ireland – New Zealand Joint Research Initiative,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 049,2025-06-11T15:50:06.111Z
6849979e9b5e602eb0072e1e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 1,"Develop a Climate Neutral Agri- Food System so that by 2050, the Climate Impact of Methane is Reduced to Zero and Remaining Agricultural Emissions are Balanced by Removals; and Improve Air Quality",MISSION 1 GOAL 1 ACTION 5,Ireland will play a leading role in  shaping how greenhouse gas emissions  from livestock farming are understood  and addressed.,Ireland – New Zealand Joint Research Initiative,Actively involved in funding and supporting research initiatives aimed at reducing greenhouse gas emissions through the Ireland – New Zealand Joint Research Initiative.,United Nations Framework Convention On Climate Change,Ireland – New Zealand Joint Research Initiative,International Organisation,Research And Regulatory,International organisation 020,Research and Regulatory 049,2025-06-11T15:50:06.111Z
