_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,Stakeholder,Category,Labels,norm,topic,source,Insert Datetime
685d9f1857f9330c86277a7a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,semistateagency011,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a7b,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 7,Strengthen and Invest in Origin Green and Other Sustainability Supports to Reflect the Higher Level of Ambition for the Agri-Food Sector,MISSION 1 GOAL 7 ACTION 10,Increase focus on awareness building  of sustainability supports among  Enterprise Ireland’s Food & Drinks  clients.,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001","branding,marketinganddistribution001",carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a7c,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Primary Producers,Producers,Producers 032,producers032,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a7d,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Agri-Environment Advisors,Inputs,Inputs 005,inputs005,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a7e,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Current AKIS providers,Research and Regulatory,Research and Regulatory 023,researchandregulatory023,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a7f,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 3,Develop a Dynamic Knowledge Exchange Environment,MISSION 4 GOAL 3 ACTION 3,"Strengthen primary producer  advisory and extension services to  cover environmental and climate  performance, innovation and  digitalisation, as well as agronomic,  animal health and welfare, technical  and financial aspects.",Farmers,Producers,Producers 008,producers008,carbon,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a80,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Farmers,Producers,Producers 008,producers008,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a81,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 2,"To further protect waters, including  surface waters, from agricultural,  forestry and urban/industry pollution  (including microbiological pollution),  land use activities need to manage  and mitigate the losses of nitrogen,  phosphorous and sediment to water.",Forest Industries Ireland,Semi-State Agency,Semi-State Agency 006,semistateagency006,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a82,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Local Authority Waters Programme,State Agencies and Local Authorities,State Agencies and Local Authorities 005,stateagenciesandlocalauthorities005,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a83,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,BASE Ireland,Inputs,Inputs 007,inputs007,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a84,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Farming for Nature,NGO,NGO 014,ngo014,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a85,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,"Department of Environment, Climate and Communications","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 004","departmentofenvironment,climateandcommunications004",water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a86,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 5,Enhance the Environmental Sustainability of the Seafood Sector,MISSION 1 GOAL 5 ACTION 6,"Follow the 11 objectives of the new  National Strategic Plan for sustainable  Aquaculture (NSPA) development for  the period 2021 - 2030    (Administrative procedures, Spatial planning and  access to water, Consumer information, Producers  and market organisation, Human and animal health  and welfare, Environmental performance, Climate  change, Innovation, Control of aquaculture products,  Integration of aquaculture in the local economy and  Data and monitoring).",Irish National Inshore Fisheries Forum,Trade Association,Trade Association 014,tradeassociation014,water,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a87,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",Producers,Producers,Producers 022,producers022,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a88,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",Growers,Producers,Producers 014,producers014,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a89,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",Healthy Ireland,Department of Health,Department of Health 003,departmentofhealth003,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a8a,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",Farmers’ Markets,Sales and Retail,Sales and Retail 004,salesandretail004,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a8b,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",Local Food Initiatives,Civil Society,Civil Society 010,civilsociety010,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a8c,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 1,Improve the Competitiveness and Productivity of Primary Producers,MISSION 2 GOAL 1 ACTION 32,"Develop a strategy  to set out the road  map for the horticulture industry to 2030,   taking advantage of the growing demand for fruit and  vegetables, whole-foods and amenity; to increase  production and consumption of Irish produce on  the domestic market and, where possible, to take  advantage of expanding opportunities internationally.",Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,semistateagency012,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a8d,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 4,Improve the Social Sustainability of Primary Producers,MISSION 2 GOAL 4 ACTION 1,"Teagasc Sustainability Reporting  should broaden to incorporate issues  such as: generational renewal and  collaborative farming models; gender  balance; diversity and Inclusion;  education and training; and health and  safety (including incidence of farm  accidents, stress and rates of isolation).",Farmers,Producers,Producers 008,producers008,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a8e,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 7,Policy Coherence and Synergies in Sustainable Food Systems between Irelandâ€™s Domestic Policy and its Development Cooperation and Foreign Policy,MISSION 4 GOAL 7 ACTION 1,"Promoting food and nutrition security, and SFSs, will be a central part of delivering on Irelandâ€™s ambition of the achieving the UN aid target of 0.7% of GNI by 2030,",European Union,International organisation,International organisation 008,internationalorganisation008,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a8f,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 7,Policy Coherence and Synergies in Sustainable Food Systems between Irelandâ€™s Domestic Policy and its Development Cooperation and Foreign Policy,MISSION 4 GOAL 7 ACTION 1,"Promoting food and nutrition security, and SFSs, will be a central part of delivering on Irelandâ€™s ambition of the achieving the UN aid target of 0.7% of GNI by 2030,",National Treatment Purchase Fund,State Agencies and Local Authorities,State Agencies and Local Authorities 009,stateagenciesandlocalauthorities009,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a90,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 7,Policy Coherence and Synergies in Sustainable Food Systems between Irelandâ€™s Domestic Policy and its Development Cooperation and Foreign Policy,MISSION 4 GOAL 7 ACTION 1,"Promoting food and nutrition security, and SFSs, will be a central part of delivering on Irelandâ€™s ambition of the achieving the UN aid target of 0.7% of GNI by 2030,",Civil Society,Civil Society,Civil Society 003,civilsociety003,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a91,MISSION 4,"An Innovative,  Competitive &  Resilient Agri-Food  Sector, Driven by  Technology and  Talent",MISSION 4 GOAL 7,Policy Coherence and Synergies in Sustainable Food Systems between Irelandâ€™s Domestic Policy and its Development Cooperation and Foreign Policy,MISSION 4 GOAL 7 ACTION 1,"Promoting food and nutrition security, and SFSs, will be a central part of delivering on Irelandâ€™s ambition of the achieving the UN aid target of 0.7% of GNI by 2030,",Universities,Research and Regulatory,Research and Regulatory 099,researchandregulatory099,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a92,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Social Economic Environmental Forestry Association,Trade Association,Trade Association 024,tradeassociation024,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a93,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Rural Communities,Civil Society,Civil Society 013,civilsociety013,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a94,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,BiOrbic SFI Bioeconomy Research Centre,Research and Regulatory,Research and Regulatory 018,researchandregulatory018,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a95,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Forest Industries Ireland,Semi-State Agency,Semi-State Agency 006,semistateagency006,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a96,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",Agri-food Businesses,Processors,Processors 002,processors002,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a97,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",Retailers,Sales and Retail,Sales and Retail 011,salesandretail011,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a98,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",Customer Retail and Foodservice Members,Sales and Retail,Sales and Retail 003,salesandretail003,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a99,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Waste Prevention Programme,"Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 010","departmentofenvironment,climateandcommunications010",live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a9a,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",Environmental Protection Agency,State Agencies ,State Agencies  001,stateagencies001,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a9b,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 2,Improve the Creation and Equitable Distribution of Value,MISSION 2 GOAL 2 ACTION 1,"Ensure that the UTP Directive is  transposed in Ireland and the office  of the National Food Ombudsman  (or equivalent) is established, with  appropriate powers.",European Union,International organisation,International organisation 008,internationalorganisation008,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a9c,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 2,Improve the Creation and Equitable Distribution of Value,MISSION 2 GOAL 2 ACTION 1,"Ensure that the UTP Directive is  transposed in Ireland and the office  of the National Food Ombudsman  (or equivalent) is established, with  appropriate powers.",European Market Observatory for Fisheries and Aquaculture,International organisation,International organisation 006,internationalorganisation006,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a9d,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 2,Improve the Creation and Equitable Distribution of Value,MISSION 2 GOAL 2 ACTION 1,"Ensure that the UTP Directive is  transposed in Ireland and the office  of the National Food Ombudsman  (or equivalent) is established, with  appropriate powers.",Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001","branding,marketinganddistribution001",live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a9e,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 2,Improve the Creation and Equitable Distribution of Value,MISSION 2 GOAL 2 ACTION 1,"Ensure that the UTP Directive is  transposed in Ireland and the office  of the National Food Ombudsman  (or equivalent) is established, with  appropriate powers.",Beef Taskforce,Research and Regulatory,Research and Regulatory 017,researchandregulatory017,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277a9f,MISSION 2,Viable & Resilient  Primary Producers  with Enhanced  Wellbeing,MISSION 2 GOAL 4,Improve the Social Sustainability of Primary Producers,MISSION 2 GOAL 4 ACTION 1,"Teagasc Sustainability Reporting  should broaden to incorporate issues  such as: generational renewal and  collaborative farming models; gender  balance; diversity and Inclusion;  education and training; and health and  safety (including incidence of farm  accidents, stress and rates of isolation).",Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,semistateagency012,live,Food Vision Action,2025-06-26T20:27:20.614Z
685d9f1857f9330c86277aa0,MISSION 3,"Food which is Safe,  Nutritious and  Appealing, Trusted  and Valued at Home  and Abroad",MISSION 3 GOAL 1,Prioritise Coherent Food and Health Policies to Deliver Improved Health Outcomes,MISSION 3 GOAL 1 ACTION 4,Agree a stakeholder Roadmap for Food  Product Reformulation.,Irish Farmers' Association,Trade Association,Trade Association 013,tradeassociation013,live,Food Vision Action,2025-06-26T20:27:20.614Z
