_id,Action,Short Action,File Name,Formal Stakeholder,Category,Labels,Insert Datetime
684961e59b5e602eb0072a53,2.1.5. Support research on economic and societal valuations and non-economic valuations of ecosystem services and benefits and how biodiversity underpins these values,Research biodiversity ecosystem valuation,National Biodiversity Action Plan 2017 - 2021,National Emergency Coordination Group,Government Semi State Agency,Government Semi State Agency 001,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a54,2.1.5. Support research on economic and societal valuations and non-economic valuations of ecosystem services and benefits and how biodiversity underpins these values,Research biodiversity ecosystem valuation,National Biodiversity Action Plan 2017 - 2021,Central Statistics Office,Research and Regulatory,Research and Regulatory 019,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a55,2.1.5. Support research on economic and societal valuations and non-economic valuations of ecosystem services and benefits and how biodiversity underpins these values,Research biodiversity ecosystem valuation,National Biodiversity Action Plan 2017 - 2021,Academia and Research Organisations,Research and Regulatory,Research and Regulatory 100,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a56,2.1.5. Support research on economic and societal valuations and non-economic valuations of ecosystem services and benefits and how biodiversity underpins these values,Research biodiversity ecosystem valuation,National Biodiversity Action Plan 2017 - 2021,Bord na MÃ³na,Semi-State Agency,Semi-State Agency 003,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a57,3.1.1. Engage with local communities and stakeholders to help achieve the objectives of this plan,Engage rural stakeholders in planning,National Biodiversity Action Plan 2017 - 2021,Relevant government departments and agencies,Government of Ireland,Government of Ireland 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a58,3.1.1. Engage with local communities and stakeholders to help achieve the objectives of this plan,Engage rural stakeholders in planning,National Biodiversity Action Plan 2017 - 2021,European NGO Confederation for Relief and Development,NGO,NGO 012,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a59,3.1.1. Engage with local communities and stakeholders to help achieve the objectives of this plan,Engage rural stakeholders in planning,National Biodiversity Action Plan 2017 - 2021,Community Wetlands Forum,NGO,NGO 007,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a5a,3.1.1. Engage with local communities and stakeholders to help achieve the objectives of this plan,Engage rural stakeholders in planning,National Biodiversity Action Plan 2017 - 2021,Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a5b,"Support over 600 towns and villages through an enhanced Town and Village Renewal Scheme, with funding of up to â‚¬12 million per annum, to support their revitalisation, boost their potential to support increased economic activity and improve the living and working environment of rural dwellers.",Support rural town revitalisation,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a5c,"Support over 600 towns and villages through an enhanced Town and Village Renewal Scheme, with funding of up to â‚¬12 million per annum, to support their revitalisation, boost their potential to support increased economic activity and improve the living and working environment of rural dwellers.",Support rural town revitalisation,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a5d,Implement the GLAS Traditional Farm buildings grant scheme to help in the conservation of traditional farm outbuildings as a support to rural communities.,Conserve traditional farm outbuildings,Realising our Rural Potential - Action Plan for Rural Development,Heritage Council,Semi-State Agency,Semi-State Agency 007,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a5e,Implement the GLAS Traditional Farm buildings grant scheme to help in the conservation of traditional farm outbuildings as a support to rural communities.,Conserve traditional farm outbuildings,Realising our Rural Potential - Action Plan for Rural Development,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a5f,"Provide funding for Volunteer Centres and Volunteer Information Services, as well as national organisations such as Volunteer Ireland, which aims to strengthen those organisations and foster a culture of volunteering in Ireland, including to the benefit of rural communities and community- based organisations.",Fund rural volunteering infrastructure,Realising our Rural Potential - Action Plan for Rural Development,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a60,"Develop a strategy for the growth and development of the credit union sector, which is an important resource in rural Ireland, and ensure that credit unions benefit from regulatory support, in order to respond to the needs of a changing economy.",Develop credit union support strategy,Realising our Rural Potential - Action Plan for Rural Development,Department of Finance,Department of Finance,Department of Finance 001,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a61,"Plan and resource the Primary Care workforce, including GPs, community nursing and allied health professionals, to address the health and social care needs of the population in rural communities, in conjunction with a wider range of network services.",Resource rural health care workforce,Realising our Rural Potential - Action Plan for Rural Development,Health Service Executive,Department of Health,Department of Health 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a62,"Implement the Framework Policy on Local & Community Development to ensure greater participation of rural communities in the planning, development, delivery and evaluation of policies, strategies and interventions.",Implement community development framework,Realising our Rural Potential - Action Plan for Rural Development,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a63,"Implement the Framework Policy on Local & Community Development to ensure greater participation of rural communities in the planning, development, delivery and evaluation of policies, strategies and interventions.",Implement community development framework,Realising our Rural Potential - Action Plan for Rural Development,Relevant Government Departments and Agencies,Government of Ireland,Government of Ireland 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a64,"Implement the Framework Policy on Local & Community Development to ensure greater participation of rural communities in the planning, development, delivery and evaluation of policies, strategies and interventions.",Implement community development framework,Realising our Rural Potential - Action Plan for Rural Development,State Agencies and LAs,State Agencies and Local Authorities,State Agencies and Local Authorities 016,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a65,"Through the National Dialogue for Climate Change, ensure that rural communities have a key role in contributing to our transition to a environmentally sustainable, climate resilient, low carbon economy.",Include rural voices in transition,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a66,"Develop a new and effective rural proofing model which will ensure that rural development issues are considered in the decision-making processes of all Government Departments, State bodies and agencies.",Create rural policy impact model,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a67,"Develop a new and effective rural proofing model which will ensure that rural development issues are considered in the decision-making processes of all Government Departments, State bodies and agencies.",Create rural policy impact model,Realising our Rural Potential - Action Plan for Rural Development,Department of the Taoiseach,Department of the Taoiseach,Department of the Taoiseach 001,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a68,"Deliver the LEADER measure of the Rural Development Programme 2014-2020, with funding of â‚¬250m to support economic development and job creation, social inclusion and the environment in rural areas.",Deliver LEADER rural development funding,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a69,"Deliver the LEADER measure of the Rural Development Programme 2014-2020, with funding of â‚¬250m to support economic development and job creation, social inclusion and the environment in rural areas.",Deliver LEADER rural development funding,Realising our Rural Potential - Action Plan for Rural Development,Leader Local Action Groups,NGO,NGO 019,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a6a,"Deliver the LEADER measure of the Rural Development Programme 2014-2020, with funding of â‚¬250m to support economic development and job creation, social inclusion and the environment in rural areas.",Deliver LEADER rural development funding,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a6b,"Deliver the LEADER measure of the Rural Development Programme 2014-2020, with funding of â‚¬250m to support economic development and job creation, social inclusion and the environment in rural areas.",Deliver LEADER rural development funding,Realising our Rural Potential - Action Plan for Rural Development,Least Developed Countries,International organisation,International organisation 015,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a6c,"Deliver the LEADER measure of the Rural Development Programme 2014-2020, with funding of â‚¬250m to support economic development and job creation, social inclusion and the environment in rural areas.",Deliver LEADER rural development funding,Realising our Rural Potential - Action Plan for Rural Development,ÃšdarÃ¡s na Gaeltachta,Government Semi State Agency,Government Semi State Agency 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a6d,"Invest â‚¬12m in 7 Fisheries Local Action Groups in coastal communities to support a wide range of initiatives targeting job creation, social inclusion, tourism, community regeneration and market development around our coastline.",Fund coastal job creation initiatives,Realising our Rural Potential - Action Plan for Rural Development,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a6e,"Invest â‚¬37.5m to implement the Social Inclusion and Community Activation Programme, SICAP, as the main social inclusion programme of Government to support 2,800 local community groups, including low income workers and young people not in education, employment or training, and support lifelong and community education opportunities for disadvantaged communities and individuals.",Support disadvantaged rural communities,Realising our Rural Potential - Action Plan for Rural Development,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a6f,"Invest â‚¬37.5m to implement the Social Inclusion and Community Activation Programme, SICAP, as the main social inclusion programme of Government to support 2,800 local community groups, including low income workers and young people not in education, employment or training, and support lifelong and community education opportunities for disadvantaged communities and individuals.",Support disadvantaged rural communities,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a70,"Invest â‚¬37.5m to implement the Social Inclusion and Community Activation Programme, SICAP, as the main social inclusion programme of Government to support 2,800 local community groups, including low income workers and young people not in education, employment or training, and support lifelong and community education opportunities for disadvantaged communities and individuals.",Support disadvantaged rural communities,Realising our Rural Potential - Action Plan for Rural Development,Pobal,NGO,NGO 023,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a71,"Invest â‚¬37.5m to implement the Social Inclusion and Community Activation Programme, SICAP, as the main social inclusion programme of Government to support 2,800 local community groups, including low income workers and young people not in education, employment or training, and support lifelong and community education opportunities for disadvantaged communities and individuals.",Support disadvantaged rural communities,Realising our Rural Potential - Action Plan for Rural Development,Local Community Development Committees,State Agencies and Local Authorities,State Agencies and Local Authorities 006,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a72,Provide 500 additional places on the Rural Social Scheme which employs the skills of farmers and fishermen to provide services which benefit rural communities.,Expand Rural Social Scheme places,Realising our Rural Potential - Action Plan for Rural Development,Dublin Society for Prevention of Cruelty to Animals,NGO,NGO 010,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a73,Provide 500 additional places on the Rural Social Scheme which employs the skills of farmers and fishermen to provide services which benefit rural communities.,Expand Rural Social Scheme places,Realising our Rural Potential - Action Plan for Rural Development,ÃšdarÃ¡s na Gaeltachta,Government Semi State Agency,Government Semi State Agency 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a74,"Continue the implementation of supports for Social Farming which offers, on a voluntary basis, farming and horticultural participation to people who avail of a range of therapeutic day support services.",Support voluntary therapeutic farming,Realising our Rural Potential - Action Plan for Rural Development,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a75,"Through the Better Energy Homes Scheme, provide over â‚¬300m in grants to householders to improve the energy efficiency of their homes, while supporting over 2,000 jobs and helping make approximately 46,500 rural homes more environmentally sustainable.",Fund rural home energy upgrades,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a76,"Through the Better Energy Homes Scheme, provide over â‚¬300m in grants to householders to improve the energy efficiency of their homes, while supporting over 2,000 jobs and helping make approximately 46,500 rural homes more environmentally sustainable.",Fund rural home energy upgrades,Realising our Rural Potential - Action Plan for Rural Development,Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a77,"Through the Better Energy Warmer Homes scheme, deliver approximately 15,500 energy efficiency upgrades to people living in energy poverty in rural areas, while also boosting regional employment and helping make rural homes more environmentally sustainable.",Deliver rural energy poverty upgrades,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a78,"Through the Better Energy Warmer Homes scheme, deliver approximately 15,500 energy efficiency upgrades to people living in energy poverty in rural areas, while also boosting regional employment and helping make rural homes more environmentally sustainable.",Deliver rural energy poverty upgrades,Realising our Rural Potential - Action Plan for Rural Development,Sustainable Energy Authority of Ireland,Semi-state agency ,Semi-state agency  011,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a79,Introduce a new Community CCTV Grant Aid Scheme which will benefit both urban and rural communities.,Introduce community CCTV funding scheme,Realising our Rural Potential - Action Plan for Rural Development,"Department of Jobs, Enterprise and Innovation","Department of Jobs, Enterprise and Innovation","Department of Jobs, Enterprise and Innovation 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a7a,"Rollout the new Community Facilities Fund, announced in Budget 2017, which will invest over â‚¬2m in rural and urban areas, to enhance communities, address disadvantage and improve social cohesion at local level.",Fund community facility enhancements,Realising our Rural Potential - Action Plan for Rural Development,Irish Farmers' Association,Trade Association,Trade Association 013,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a7b,"Rollout the new Community Facilities Fund, announced in Budget 2017, which will invest over â‚¬2m in rural and urban areas, to enhance communities, address disadvantage and improve social cohesion at local level.",Fund community facility enhancements,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a7c,"Rollout the new Community Facilities Fund, announced in Budget 2017, which will invest over â‚¬2m in rural and urban areas, to enhance communities, address disadvantage and improve social cohesion at local level.",Fund community facility enhancements,Realising our Rural Potential - Action Plan for Rural Development,Local Community Development Committees,State Agencies and Local Authorities,State Agencies and Local Authorities 006,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a7d,Invest â‚¬30m in sports and community facilities around the country through the Sports Capital Programme.,Fund rural sports infrastructure,Realising our Rural Potential - Action Plan for Rural Development,"Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a7e,"Support the sustainability of 450 Menâ€™s Sheds across rural Ireland which provide a safe space where men can gather and participate in their communities, develop social networks and potentially gain new skills and access information.",Sustain rural Men’s Shed spaces,Realising our Rural Potential - Action Plan for Rural Development,Irish Menâ€™s Shed Association,NGO,NGO 018,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a7f,"Support the sustainability of 450 Menâ€™s Sheds across rural Ireland which provide a safe space where men can gather and participate in their communities, develop social networks and potentially gain new skills and access information.",Sustain rural Men’s Shed spaces,Realising our Rural Potential - Action Plan for Rural Development,Health Service Executive,Department of Health,Department of Health 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a80,Implement eight regional Action Plans for Jobs to facilitate each region to achieve its economic potential and raise its employment levels and monitor the impact of these Plans on rural Ireland.,Implement regional job creation plans,Realising our Rural Potential - Action Plan for Rural Development,"Department of Jobs, Enterprise and Innovation","Department of Jobs, Enterprise and Innovation","Department of Jobs, Enterprise and Innovation 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a81,Provide investment of up to â‚¬50m over the period to 2020 to support collaborative approaches to boost enterprise and job creation across the regions. This competitive funding is aimed at accelerating economic recovery in every part of the country by delivering on the potential of local and regional strengths.,Fund regional enterprise collaboration,Realising our Rural Potential - Action Plan for Rural Development,Enterprise Ireland,"Department of Business, Employment and Retail","Department of Business, Employment and Retail 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a82,"Support the creation of 500 new jobs per annum and continue to maintain existing jobs in ÃšdarÃ¡s na Gaeltachta client companies in the Gaeltacht, including through supports for post-research and pre-commercialisation units in the life sciences, food and business support services and creative enterprise sectors, as well as for community development initiatives.",Support Gaeltacht enterprise job growth,Realising our Rural Potential - Action Plan for Rural Development,ÃšdarÃ¡s na Gaeltachta,Government Semi State Agency,Government Semi State Agency 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a83,Determine the feasibility of enabling Local Authorities to introduce rates alleviation schemes to support rural development policy objectives.,Explore rural rates support options,Realising our Rural Potential - Action Plan for Rural Development,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a84,Determine the feasibility of enabling Local Authorities to introduce rates alleviation schemes to support rural development policy objectives.,Explore rural rates support options,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a85,"Develop and launch a new www.ruralireland.ie website which will act as a central portal to provide information on relevant supports, and showcase best practice examples of rural development.",Launch central rural support website,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a86,"Conduct a review of the REDZ initiative to measure its impact on rural communities, and to support the development of future calls for projects under the scheme.",Review REDZ impact and planning,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a87,"Through the Social Inclusion and Community Activation Programme (SICAP), support the establishment and development of social enterprises in rural areas.",Support rural social enterprise growth,Realising our Rural Potential - Action Plan for Rural Development,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a88,"Through the Social Inclusion and Community Activation Programme (SICAP), support the establishment and development of social enterprises in rural areas.",Support rural social enterprise growth,Realising our Rural Potential - Action Plan for Rural Development,Pobal,NGO,NGO 023,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a89,"Through the Social Inclusion and Community Activation Programme (SICAP), support the establishment and development of social enterprises in rural areas.",Support rural social enterprise growth,Realising our Rural Potential - Action Plan for Rural Development,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a8a,"Through the Social Inclusion and Community Activation Programme (SICAP), support the establishment and development of social enterprises in rural areas.",Support rural social enterprise growth,Realising our Rural Potential - Action Plan for Rural Development,Local Community Development Committees,State Agencies and Local Authorities,State Agencies and Local Authorities 006,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a8b,Create a Renewable Electricity Support Scheme (RESS) designed to encourage investment in renewable electricity generation in a cost effective manner and help support economic growth and job creation in rural Ireland.,Launch renewable electricity investment,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a8c,Create a Renewable Heat Incentive (RHI) support scheme which will help stimulate demand for biomass and support economic growth and jobs in rural Ireland.,Launch renewable electricity investment,Realising our Rural Potential - Action Plan for Rural Development,"Department of Communications, Climate Action and the Environment","Department of Environment, Climate and Communications","Department of Environment, Climate and Communications 003",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a8d,Improve knowledge transfer and exchange to farmers by developing a network across all State agencies and relevant advisory bodies to deliver clear advice on how farmers can adopt sustainable practices that deliver both environmental and economic benefits.,Train farmers in sustainable practices,Train farmers in sustainable practices,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a8e,Improve knowledge transfer and exchange to farmers by developing a network across all State agencies and relevant advisory bodies to deliver clear advice on how farmers can adopt sustainable practices that deliver both environmental and economic benefits.,Train farmers in sustainable practices,Train farmers in sustainable practices,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a8f,Improve knowledge transfer and exchange to farmers by developing a network across all State agencies and relevant advisory bodies to deliver clear advice on how farmers can adopt sustainable practices that deliver both environmental and economic benefits.,Train farmers in sustainable practices,Train farmers in sustainable practices,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a90,"Through the Dormant Account Funds, support disadvantaged groups in rural and urban communities through measures that assist their access to employment.",Fund rural disadvantaged employment access,Realising our Rural Potential - Action Plan for Rural Development,"Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs","Department of Arts, Heritage, Regional, Rural and Gaeltacht Affairs 001",2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a91,"Maintain the provision of schemes such as the Rural Social Scheme, Community Employment, Back To Education Allowance and TÃºs in rural communities and the Gaeltacht, having regard to the declining numbers on the Live Register and the need to ensure that these schemes are targeted to the needs of jobseekers and others.",Maintain existing rural support schemes,Realising our Rural Potential - Action Plan for Rural Development,Dublin Society for Prevention of Cruelty to Animals,NGO,NGO 010,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a92,"Maintain the provision of schemes such as the Rural Social Scheme, Community Employment, Back To Education Allowance and TÃºs in rural communities and the Gaeltacht, having regard to the declining numbers on the Live Register and the need to ensure that these schemes are targeted to the needs of jobseekers and others.",Maintain existing rural support schemes,Realising our Rural Potential - Action Plan for Rural Development,ÃšdarÃ¡s na Gaeltachta,Government Semi State Agency,Government Semi State Agency 002,2025-06-19T12:00:53.240Z
684961e59b5e602eb0072a93,Support on-farm investment through the Rural Development Programme (RDP) (2014-2020) and national funding to improve competitiveness and sustainability.,Fund competitive rural farm investment,Realising our Rural Potential - Action Plan for Rural Development,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",2025-06-19T12:00:53.240Z
